epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.559945,0.448914,0.622595,0.627332,0.744290,0.542140,0.927888,0.820225,1.00e-04,244.6
2,0.538677,0.437947,0.622174,0.629045,0.732276,0.551324,0.921962,0.818516,1.00e-04,234.3
3,0.534641,0.446442,0.587481,0.562619,0.786821,0.437855,0.954071,0.809994,1.00e-04,230.8
4,0.529961,0.444780,0.615285,0.613753,0.755359,0.516859,0.935191,0.818434,1.00e-04,227.2
5,0.528497,0.445160,0.619838,0.623656,0.740916,0.538441,0.927105,0.818628,1.00e-04,231.7
6,0.528024,0.431737,0.619189,0.619352,0.758659,0.523268,0.935554,0.820484,1.00e-04,232.4
7,0.526304,0.441442,0.610215,0.604710,0.760518,0.501889,0.938813,0.816867,1.00e-04,259.3
8,0.521822,0.439619,0.640697,0.649203,0.776686,0.557669,0.937922,0.831793,1.00e-04,231.8
9,0.520333,0.431455,0.631748,0.634812,0.782579,0.533985,0.942563,0.828528,1.00e-04,230.4
10,0.520549,0.440520,0.616512,0.613336,0.769056,0.510058,0.940700,0.820507,1.00e-04,229.8
11,0.519305,0.439543,0.575454,0.543817,0.772476,0.419610,0.952150,0.803517,1.00e-04,231.0
12,0.517193,0.422390,0.654767,0.673734,0.753386,0.609314,0.922780,0.835291,1.00e-04,229.9
13,0.517759,0.443920,0.614962,0.621648,0.713536,0.550728,0.914399,0.812898,1.00e-04,234.3
14,0.517891,0.434663,0.655228,0.669926,0.779481,0.587372,0.935666,0.838456,1.00e-04,294.1
15,0.516928,0.444854,0.584355,0.576581,0.687147,0.496666,0.912453,0.796406,1.00e-04,310.0
16,0.515016,0.432567,0.636039,0.645343,0.758410,0.561615,0.930737,0.827714,1.00e-04,252.0
17,0.516173,0.438578,0.621961,0.620584,0.777165,0.516519,0.942662,0.823724,1.00e-04,315.0
18,0.514928,0.434462,0.630572,0.634487,0.773438,0.537859,0.939002,0.827042,5.00e-05,326.3
19,0.511051,0.432472,0.620476,0.618999,0.772620,0.516335,0.941169,0.822597,5.00e-05,277.2
20,0.510087,0.421907,0.661327,0.677194,0.788324,0.593525,0.938299,0.842072,5.00e-05,304.3
21,0.511416,0.430372,0.617593,0.617054,0.757398,0.520591,0.935441,0.819656,5.00e-05,294.7
22,0.510995,0.428587,0.633072,0.643315,0.745096,0.566000,0.925033,0.824826,5.00e-05,331.0
23,0.511176,0.424776,0.646839,0.664579,0.741220,0.602302,0.918588,0.830312,5.00e-05,342.5
24,0.509171,0.430648,0.633945,0.643738,0.749867,0.563926,0.927172,0.825789,5.00e-05,296.3
25,0.509893,0.432254,0.606120,0.594876,0.779825,0.480838,0.947440,0.817210,5.00e-05,289.8
26,0.508221,0.431131,0.627293,0.634131,0.746899,0.550949,0.927718,0.822561,2.50e-05,244.5
27,0.507067,0.434055,0.617571,0.619495,0.743929,0.530723,0.929273,0.818037,2.50e-05,300.6
28,0.505937,0.422392,0.636757,0.644550,0.769233,0.554649,0.935580,0.829261,2.50e-05,288.6
29,0.505652,0.426568,0.633644,0.642785,0.752551,0.560965,0.928587,0.825983,2.50e-05,251.4
30,0.505361,0.428813,0.631941,0.644092,0.732490,0.574734,0.918737,0.822725,2.50e-05,229.4
31,0.505568,0.429625,0.619644,0.620632,0.755489,0.526628,0.934012,0.820311,2.50e-05,237.7
32,0.503793,0.423656,0.639575,0.649811,0.763107,0.565809,0.931997,0.829793,1.25e-05,250.3
33,0.503420,0.424962,0.638879,0.648796,0.762978,0.564341,0.932125,0.829476,1.25e-05,313.7
34,0.504003,0.423045,0.641437,0.654647,0.751577,0.579864,0.925795,0.829245,1.25e-05,236.4
35,0.503696,0.425760,0.631825,0.637335,0.767809,0.544764,0.936219,0.826963,1.25e-05,236.3
