epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
10,0.521711,0.423504,0.642010,0.653695,0.761583,0.572582,0.930602,0.830678,1.00e-04,219.7
1,0.574548,0.478339,0.634869,0.637820,0.793823,0.533062,0.946398,0.831035,1.00e-04,225.7
11,0.521661,0.429994,0.631325,0.635738,0.772814,0.539964,0.938544,0.827300,1.00e-04,225.6
2,0.542337,0.471588,0.584046,0.553336,0.810578,0.420035,0.961998,0.810735,1.00e-04,223.3
12,0.522875,0.419870,0.641776,0.647619,0.797371,0.545223,0.946358,0.834400,1.00e-04,224.3
3,0.535326,0.446136,0.628120,0.630528,0.774686,0.531605,0.940139,0.826117,1.00e-04,224.1
13,0.520081,0.440596,0.612134,0.610048,0.748013,0.515051,0.932825,0.816223,1.00e-04,230.0
4,0.532393,0.452203,0.612038,0.607572,0.760952,0.505653,0.938501,0.817692,1.00e-04,228.6
14,0.518490,0.445183,0.613408,0.617152,0.722631,0.538544,0.919970,0.813513,1.00e-04,231.8
5,0.533172,0.431801,0.633136,0.633787,0.803545,0.523247,0.950472,0.831233,1.00e-04,231.5
15,0.517180,0.431925,0.628450,0.635125,0.751117,0.550165,0.929422,0.823571,1.00e-04,231.7
6,0.530470,0.455998,0.599913,0.585328,0.775641,0.470007,0.947365,0.814133,1.00e-04,229.4
16,0.516746,0.439629,0.618874,0.626111,0.721519,0.552988,0.917367,0.815668,1.00e-04,227.0
7,0.528096,0.434536,0.620955,0.615179,0.802502,0.498758,0.952478,0.825844,1.00e-04,224.4
17,0.517288,0.419834,0.635273,0.638223,0.795215,0.532998,0.946859,0.831350,1.00e-04,238.2
8,0.527157,0.438019,0.592425,0.571117,0.786354,0.448387,0.952835,0.812043,1.00e-04,239.6
