epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.542552,0.462349,0.607327,0.619322,0.674129,0.572758,0.892808,0.803481,1.00e-04,1148.4
2,0.510922,0.458378,0.616992,0.632861,0.681855,0.590437,0.893341,0.808800,1.00e-04,1263.1
3,0.504422,0.459401,0.632806,0.643629,0.741376,0.568655,0.923199,0.824245,1.00e-04,1223.9
4,0.495442,0.421945,0.615293,0.615290,0.747020,0.523055,0.931421,0.817445,1.00e-04,1144.3
5,0.488627,0.418944,0.590193,0.561886,0.825796,0.425806,0.965224,0.814671,1.00e-04,1010.7
6,0.485906,0.437263,0.643289,0.651289,0.787804,0.555099,0.942113,0.834097,1.00e-04,1368.7
7,0.481505,0.415741,0.614207,0.604340,0.803786,0.484196,0.954239,0.823049,1.00e-04,2674.5
8,0.476498,0.438564,0.603518,0.597659,0.739327,0.501553,0.931536,0.811527,1.00e-04,2685.5
9,0.476770,0.418689,0.608712,0.596289,0.798398,0.475835,0.953482,0.820170,1.00e-04,2156.2
10,0.472124,0.412812,0.674032,0.698179,0.767106,0.640618,0.924700,0.845412,1.00e-04,2222.0
11,0.472914,0.440298,0.643161,0.668097,0.701067,0.638089,0.894662,0.823052,1.00e-04,2035.1
12,0.470750,0.434811,0.619072,0.633212,0.692888,0.583002,0.899956,0.811493,1.00e-04,2019.0
13,0.469978,0.426249,0.626100,0.639635,0.711725,0.580806,0.908922,0.817344,1.00e-04,1965.9
14,0.466765,0.430657,0.630080,0.638089,0.748612,0.556003,0.927714,0.823969,1.00e-04,1812.6
15,0.466552,0.432714,0.600593,0.595894,0.723975,0.506320,0.925262,0.808335,1.00e-04,1853.2
16,0.463464,0.417781,0.622040,0.621432,0.772713,0.519689,0.940818,0.823280,5.00e-05,1968.9
17,0.460126,0.414809,0.632559,0.636475,0.779850,0.537632,0.941240,0.828592,5.00e-05,2197.5
18,0.459111,0.414607,0.639254,0.648110,0.770287,0.559385,0.935415,0.830464,5.00e-05,1994.4
