seed,mIoU,F1,Precision,Recall,Specificity,Accuracy
42,0.6857413492103722,0.7294809972167757,0.6938501834816394,0.7689704625999657,0.868638811209422,0.8408211763323648
123,0.6849031673813213,0.7314666594489205,0.6829288494956794,0.7874329624971653,0.8584584407028291,0.8386350880812748
7,0.6825381482399147,0.7199677077911647,0.7148738505371423,0.7251356932703475,0.8880262980451126,0.8425632053808262
