epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.551122,0.466202,0.600567,0.592532,0.740579,0.493816,0.933029,0.810444,1.00e-04,246.7
2,0.538268,0.447867,0.626190,0.636180,0.728033,0.564908,0.918298,0.819666,1.00e-04,254.0
3,0.531391,0.455985,0.614810,0.610640,0.768994,0.506368,0.941108,0.819771,1.00e-04,244.1
4,0.528537,0.441211,0.612805,0.613020,0.738074,0.524204,0.927978,0.815283,1.00e-04,242.2
5,0.528098,0.448202,0.593710,0.573709,0.783578,0.452512,0.951612,0.812312,1.00e-04,249.9
6,0.525767,0.441616,0.631691,0.635473,0.777869,0.537145,0.940614,0.828005,1.00e-04,239.4
7,0.523423,0.449526,0.629172,0.635414,0.755604,0.548213,0.931350,0.824416,1.00e-04,236.8
8,0.521811,0.428849,0.635666,0.640961,0.781173,0.543424,0.941064,0.830082,1.00e-04,245.4
9,0.519896,0.420727,0.637600,0.646421,0.765659,0.559318,0.933723,0.829226,1.00e-04,235.5
10,0.519953,0.442200,0.577690,0.551865,0.748112,0.437183,0.943011,0.801833,1.00e-04,205.4
11,0.520801,0.441753,0.597240,0.580909,0.775433,0.464409,0.947930,0.812978,1.00e-04,197.6
12,0.519462,0.440754,0.644245,0.667396,0.710494,0.629228,0.900736,0.824957,1.00e-04,198.2
13,0.516137,0.441870,0.593182,0.577306,0.756094,0.466902,0.941688,0.809174,1.00e-04,205.0
14,0.516192,0.434757,0.632702,0.643715,0.740136,0.569521,0.922584,0.824043,1.00e-04,251.2
15,0.517100,0.419562,0.655879,0.675935,0.750081,0.615129,0.920650,0.835379,1.00e-04,253.8
16,0.518154,0.453953,0.525174,0.446537,0.780194,0.312776,0.965884,0.783600,1.00e-04,246.2
17,0.515214,0.436090,0.613982,0.612519,0.750684,0.517308,0.933483,0.817328,1.00e-04,248.8
18,0.515391,0.448443,0.582691,0.558613,0.759909,0.441629,0.945979,0.805214,1.00e-04,246.0
19,0.514876,0.445291,0.614276,0.610715,0.763514,0.508877,0.938977,0.818936,1.00e-04,240.5
20,0.513802,0.422313,0.630170,0.633525,0.775568,0.535458,0.940010,0.827099,1.00e-04,247.6
21,0.514166,0.443658,0.624325,0.630365,0.742540,0.547635,0.926486,0.820748,5.00e-05,254.5
22,0.509703,0.425329,0.628763,0.629872,0.785016,0.525932,0.944237,0.827487,5.00e-05,246.5
23,0.509389,0.425530,0.636435,0.645311,0.761971,0.559631,0.932317,0.828299,5.00e-05,250.4
24,0.510602,0.443742,0.606110,0.601346,0.742310,0.505376,0.932077,0.812984,5.00e-05,250.7
25,0.510661,0.426864,0.629627,0.637985,0.745486,0.557582,0.926300,0.823390,5.00e-05,239.0
26,0.507921,0.435933,0.603873,0.600349,0.728734,0.510425,0.926439,0.810329,5.00e-05,246.5
27,0.507841,0.435493,0.618551,0.624556,0.726405,0.547755,0.920126,0.816197,2.50e-05,263.1
28,0.505579,0.435991,0.625590,0.633121,0.738486,0.554069,0.924036,0.820778,2.50e-05,267.6
29,0.506397,0.427246,0.633522,0.642248,0.754487,0.559079,0.929566,0.826162,2.50e-05,278.0
30,0.506477,0.428354,0.644985,0.661728,0.741894,0.597198,0.919561,0.829589,2.50e-05,293.6
