epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
5,0.528833,0.447172,0.627027,0.633715,0.746922,0.550308,0.927810,0.822449,1.00e-04,175.8
1,0.553524,0.476798,0.549419,0.496653,0.766640,0.367301,0.956714,0.792208,1.00e-04,223.4
6,0.528973,0.456293,0.580046,0.567285,0.693864,0.479765,0.918048,0.795722,1.00e-04,222.8
2,0.538391,0.451862,0.631062,0.641159,0.740424,0.565364,0.923263,0.823373,1.00e-04,224.2
7,0.527425,0.442971,0.595236,0.580792,0.755996,0.471518,0.941080,0.810024,1.00e-04,226.1
3,0.533893,0.456858,0.589095,0.574082,0.735669,0.470696,0.934522,0.805067,1.00e-04,223.8
8,0.524206,0.452837,0.603193,0.596793,0.741042,0.499553,0.932414,0.811601,1.00e-04,226.5
4,0.529786,0.445495,0.606043,0.601737,0.739695,0.507151,0.930903,0.812633,1.00e-04,225.1
9,0.521651,0.444435,0.629879,0.633103,0.775433,0.534920,0.940024,0.826958,1.00e-04,224.4
5,0.527932,0.443619,0.607080,0.600302,0.756645,0.497505,0.938051,0.815094,1.00e-04,224.8
10,0.521992,0.425213,0.639320,0.649200,0.764447,0.564150,0.932699,0.829836,1.00e-04,225.0
6,0.527617,0.449663,0.591631,0.583582,0.710847,0.494968,0.922050,0.802850,1.00e-04,222.6
11,0.521290,0.434552,0.626599,0.629541,0.766549,0.534083,0.937027,0.824565,1.00e-04,226.7
7,0.526849,0.442515,0.612642,0.618424,0.711316,0.546992,0.914053,0.811606,1.00e-04,224.8
12,0.520610,0.427183,0.639706,0.649338,0.766995,0.562978,0.933785,0.830292,1.00e-04,227.1
8,0.525200,0.442414,0.624596,0.629234,0.750770,0.541565,0.930396,0.821873,1.00e-04,226.2
13,0.518629,0.450500,0.569126,0.536306,0.749205,0.417630,0.945875,0.798441,1.00e-04,228.9
9,0.521770,0.449063,0.618304,0.621150,0.741351,0.534490,0.927804,0.818029,1.00e-04,228.1
14,0.517582,0.436172,0.608798,0.601623,0.765159,0.495682,0.941100,0.816783,1.00e-04,228.1
10,0.522168,0.441348,0.605393,0.594531,0.774542,0.482414,0.945634,0.816348,1.00e-04,224.3
15,0.517910,0.439389,0.651063,0.674140,0.724675,0.630194,0.907303,0.829961,1.00e-04,228.3
11,0.521777,0.433128,0.610730,0.602485,0.778951,0.491207,0.946033,0.819090,1.00e-04,227.5
16,0.517746,0.447229,0.571963,0.547036,0.719650,0.441210,0.933455,0.796069,5.00e-05,227.7
12,0.522210,0.440467,0.571962,0.540147,0.756686,0.419967,0.947718,0.800421,1.00e-04,225.4
17,0.515041,0.434137,0.626728,0.638379,0.721648,0.572339,0.914530,0.819024,5.00e-05,225.3
13,0.517555,0.448687,0.582459,0.559134,0.754500,0.444134,0.944050,0.804523,1.00e-04,224.8
18,0.511450,0.427966,0.648500,0.662339,0.766671,0.583003,0.931306,0.834094,5.00e-05,226.9
14,0.517807,0.434110,0.591281,0.575901,0.745883,0.469017,0.938136,0.807204,1.00e-04,224.9
19,0.513076,0.434653,0.627656,0.636473,0.737686,0.559683,0.922949,0.821560,5.00e-05,227.7
15,0.518076,0.425912,0.666391,0.687498,0.768197,0.622143,0.927318,0.842143,1.00e-04,224.6
20,0.512151,0.436503,0.613172,0.616404,0.724362,0.536452,0.920968,0.813649,5.00e-05,225.8
16,0.514746,0.441500,0.605718,0.597947,0.757394,0.493959,0.938742,0.814603,1.00e-04,226.6
21,0.511015,0.429292,0.628456,0.632279,0.767262,0.537686,0.936854,0.825446,5.00e-05,227.4
17,0.516792,0.433539,0.635023,0.651269,0.720757,0.594003,0.910902,0.822454,1.00e-04,223.7
22,0.510650,0.434676,0.612571,0.609019,0.757577,0.509173,0.936919,0.817534,2.50e-05,224.5
18,0.513490,0.426292,0.650150,0.663254,0.775545,0.579368,0.935082,0.835801,1.00e-04,222.5
23,0.507780,0.442110,0.618334,0.621471,0.739938,0.535704,0.927105,0.817864,2.50e-05,224.7
19,0.515581,0.427788,0.640917,0.650131,0.773010,0.560961,0.936226,0.831489,1.00e-04,225.8
24,0.509022,0.439663,0.604483,0.595004,0.762702,0.487760,0.941246,0.814677,2.50e-05,224.8
20,0.515806,0.438853,0.610462,0.613227,0.718783,0.534705,0.919007,0.811748,1.00e-04,222.3
25,0.508618,0.429007,0.635086,0.646201,0.745948,0.569984,0.924843,0.825801,2.50e-05,222.7
21,0.515056,0.446454,0.594773,0.580345,0.754104,0.471666,0.940455,0.809615,5.00e-05,222.1
26,0.508972,0.432749,0.616050,0.613110,0.766041,0.511080,0.939568,0.819976,2.50e-05,222.7
22,0.510301,0.420710,0.646066,0.662026,0.748606,0.593397,0.922850,0.830899,5.00e-05,222.2
27,0.507172,0.435291,0.621105,0.628058,0.728920,0.551717,0.920563,0.817617,2.50e-05,223.0
23,0.510961,0.439285,0.623586,0.634141,0.718689,0.567393,0.914016,0.817273,5.00e-05,224.0
28,0.507127,0.424630,0.640609,0.651297,0.763415,0.567895,0.931863,0.830279,2.50e-05,223.3
24,0.510531,0.438601,0.604017,0.591563,0.779021,0.476824,0.947634,0.816230,5.00e-05,222.4
29,0.507503,0.430724,0.626256,0.630265,0.759312,0.538710,0.933888,0.823593,2.50e-05,222.9
25,0.509007,0.427289,0.644150,0.660685,0.740953,0.596108,0.919313,0.829106,5.00e-05,223.9
30,0.506506,0.432056,0.612374,0.608600,0.758160,0.508324,0.937224,0.817517,2.50e-05,225.2
26,0.509800,0.427238,0.626500,0.628006,0.774859,0.527948,0.940610,0.825435,5.00e-05,214.0
