epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
21,0.463800,0.421335,0.627956,0.639920,0.723285,0.573787,0.915011,0.819775,2.50e-05,207.2
18,0.467486,0.418084,0.620207,0.621739,0.754256,0.528828,0.933294,0.820406,5.00e-05,201.2
22,0.462787,0.415007,0.621333,0.626529,0.738241,0.544183,0.925297,0.818927,2.50e-05,202.0
19,0.467210,0.410137,0.640561,0.647928,0.783421,0.552393,0.940877,0.832450,5.00e-05,192.8
23,0.461757,0.419407,0.620447,0.623108,0.748845,0.533525,0.930722,0.819864,2.50e-05,191.1
20,0.464610,0.410394,0.636620,0.647166,0.753154,0.567329,0.928011,0.827344,5.00e-05,180.9
21,0.464923,0.419808,0.625502,0.631745,0.744872,0.548451,0.927272,0.821542,2.50e-05,193.3
24,0.460847,0.407018,0.631200,0.634393,0.779947,0.534623,0.941602,0.828013,2.50e-05,199.8
22,0.461759,0.412129,0.632504,0.636255,0.780709,0.536911,0.941612,0.828659,2.50e-05,190.4
25,0.460093,0.417235,0.613432,0.610894,0.754792,0.513078,0.935467,0.817578,2.50e-05,199.2
23,0.461143,0.417939,0.619463,0.617469,0.772246,0.514377,0.941267,0.822121,2.50e-05,189.9
26,0.460272,0.418748,0.620003,0.629482,0.714360,0.562633,0.912901,0.815140,2.50e-05,199.7
24,0.460628,0.423281,0.610182,0.599317,0.793914,0.481336,0.951626,0.820367,2.50e-05,188.1
27,0.459509,0.420329,0.620222,0.622677,0.749262,0.532684,0.930985,0.819818,1.25e-05,195.0
25,0.459394,0.419385,0.614606,0.611213,0.763676,0.509496,0.938958,0.819094,2.50e-05,182.8
28,0.457667,0.420493,0.611709,0.607948,0.755807,0.508475,0.936397,0.816963,1.25e-05,196.1
26,0.458655,0.417112,0.615613,0.614661,0.753209,0.519165,0.934142,0.818321,2.50e-05,175.7
29,0.457054,0.416664,0.617120,0.617557,0.750460,0.524645,0.932459,0.818637,1.25e-05,188.9
27,0.458964,0.416871,0.620838,0.617836,0.783441,0.510026,0.945418,0.823899,1.25e-05,226.3
30,0.456435,0.424374,0.611523,0.608421,0.751507,0.511108,0.934569,0.816380,1.25e-05,220.0
28,0.456764,0.422288,0.607752,0.598333,0.774792,0.487342,0.945157,0.817380,1.25e-05,177.3
29,0.456089,0.421913,0.614864,0.613160,0.754919,0.516224,0.935116,0.818203,1.25e-05,208.2
30,0.455684,0.426847,0.615436,0.614148,0.754499,0.517823,0.934767,0.818397,1.25e-05,154.1
