model,n_seeds,mIoU_mean,mIoU_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Specificity_mean,Specificity_std,Accuracy_mean,Accuracy_std
vit_unet_4skip,3,0.684394221610536,0.0016611422162130499,0.7269717881522869,0.006146427409791458,0.6972176278381537,0.01623654932568586,0.7605130394558262,0.031998178744405505,0.8717078499857879,0.01502094525026755,0.8406731565981552,0.001968237475775016
