epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.544374,0.484820,0.640855,0.676485,0.660608,0.693144,0.862130,0.814965,1.00e-04,1155.8
2,0.514154,0.447995,0.614227,0.621077,0.710873,0.551423,0.913170,0.812206,1.00e-04,1045.7
3,0.506568,0.449163,0.576087,0.555212,0.716054,0.453374,0.930396,0.797258,1.00e-04,1016.8
4,0.503179,0.415185,0.604339,0.581820,0.856104,0.440645,0.971325,0.823211,1.00e-04,1027.1
5,0.499895,0.427341,0.571950,0.539226,0.762082,0.417219,0.949571,0.800991,1.00e-04,1027.4
6,0.498078,0.426861,0.568639,0.528782,0.791212,0.397079,0.959432,0.802478,1.00e-04,1032.6
7,0.496028,0.433101,0.597435,0.566796,0.890665,0.415654,0.980245,0.822667,1.00e-04,1019.9
8,0.498195,0.418512,0.578295,0.535282,0.879536,0.384707,0.979600,0.813564,1.00e-04,1028.9
9,0.492414,0.414869,0.646026,0.664734,0.734505,0.607070,0.915045,0.829089,1.00e-04,1226.4
10,0.490902,0.428022,0.583389,0.557559,0.773776,0.435788,0.950673,0.806967,1.00e-04,1641.4
11,0.487994,0.425926,0.606436,0.592680,0.797811,0.471460,0.953742,0.819136,1.00e-04,1416.1
12,0.489495,0.429792,0.603838,0.582872,0.840049,0.446254,0.967103,0.821733,1.00e-04,1404.5
13,0.489492,0.422839,0.637241,0.647923,0.754112,0.567949,0.928303,0.827728,1.00e-04,1432.7
14,0.484798,0.420087,0.614253,0.601089,0.828645,0.471587,0.962245,0.825301,1.00e-04,1480.3
15,0.484574,0.406410,0.656759,0.668125,0.806147,0.570457,0.946891,0.841827,1.00e-04,1379.1
16,0.482814,0.404730,0.649901,0.663219,0.773563,0.580425,0.934221,0.835476,1.00e-04,1407.1
17,0.482086,0.430578,0.610149,0.618600,0.693837,0.558085,0.904658,0.807929,1.00e-04,1430.8
18,0.483611,0.424231,0.636815,0.643614,0.775414,0.550111,0.938314,0.829966,1.00e-04,1411.4
19,0.481677,0.410932,0.634918,0.645910,0.746141,0.569420,0.924995,0.825753,1.00e-04,1380.0
20,0.479673,0.407657,0.639636,0.640004,0.830055,0.520768,0.958720,0.836487,1.00e-04,1387.6
21,0.478686,0.416049,0.640643,0.647296,0.788295,0.549084,0.942909,0.832992,1.00e-04,1411.8
22,0.479086,0.443109,0.595548,0.594961,0.691105,0.522301,0.909619,0.801518,5.00e-05,1446.4
23,0.477585,0.398708,0.656714,0.669145,0.798545,0.575834,0.943757,0.841069,5.00e-05,1443.7
24,0.475163,0.419740,0.623663,0.622370,0.782630,0.516589,0.944451,0.825034,5.00e-05,1450.0
25,0.474003,0.415887,0.612971,0.603241,0.797682,0.485016,0.952373,0.821933,5.00e-05,10339.7
26,0.474313,0.400311,0.644492,0.650120,0.807938,0.543882,0.949944,0.836611,5.00e-05,1587.1
27,0.474705,0.404519,0.650864,0.656623,0.829010,0.543588,0.956592,0.841322,5.00e-05,1578.0
28,0.474189,0.405816,0.632035,0.631827,0.805590,0.519725,0.951441,0.830948,5.00e-05,1581.5
29,0.472796,0.400361,0.655742,0.669416,0.787428,0.582167,0.939154,0.839518,2.50e-05,1658.1
30,0.470285,0.407189,0.641202,0.649720,0.778122,0.557694,0.938432,0.832168,2.50e-05,1616.4
31,0.470473,0.411557,0.620348,0.616801,0.785151,0.507900,0.946192,0.823864,2.50e-05,1706.9
32,0.470318,0.416242,0.615619,0.614208,0.755785,0.517306,0.935284,0.818626,2.50e-05,1684.1
33,0.470262,0.417752,0.618930,0.614558,0.785245,0.504826,0.946547,0.823262,2.50e-05,1725.0
34,0.469230,0.410855,0.627166,0.625775,0.795896,0.515573,0.948811,0.827894,2.50e-05,1680.4
35,0.470283,0.408317,0.648690,0.659779,0.784052,0.569511,0.939271,0.836070,1.25e-05,2129.9
36,0.467718,0.402139,0.634918,0.635146,0.813145,0.521081,0.953641,0.832913,1.25e-05,1716.1
37,0.468421,0.409749,0.631363,0.634624,0.780050,0.534902,0.941606,0.828095,1.25e-05,1650.0
38,0.467702,0.410697,0.637767,0.645151,0.774735,0.552705,0.937781,0.830306,1.25e-05,1681.7
