epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.687713,0.473859,0.640127,0.660723,0.712886,0.615673,0.903999,0.823527,1.00e-04,176.1
2,0.596284,0.571966,0.516971,0.475729,0.583623,0.401504,0.889099,0.753011,1.00e-04,174.9
3,0.592031,0.520648,0.582548,0.567649,0.711557,0.472158,0.925898,0.799259,1.00e-04,177.5
4,0.582233,0.469244,0.653947,0.703677,0.639981,0.781454,0.829803,0.816309,1.00e-04,177.5
5,0.575026,0.501587,0.650458,0.684121,0.681496,0.686768,0.875734,0.822993,1.00e-04,178.1
6,0.570823,0.471523,0.660945,0.695536,0.694437,0.696640,0.881323,0.829778,1.00e-04,179.2
7,0.566645,0.463570,0.634504,0.670883,0.649149,0.694125,0.854753,0.809922,1.00e-04,178.7
8,0.560086,0.472700,0.622290,0.668194,0.611220,0.736882,0.818534,0.795745,1.00e-04,195.2
9,0.560353,0.489728,0.593598,0.633238,0.585351,0.689661,0.810857,0.777031,1.00e-04,196.9
10,0.553970,0.455367,0.649474,0.686475,0.669105,0.704771,0.865063,0.820325,1.00e-04,198.1
11,0.547942,0.516569,0.580319,0.601712,0.597136,0.606359,0.841618,0.775957,1.00e-04,197.4
12,0.565269,0.464785,0.637839,0.675424,0.650691,0.702113,0.854075,0.811662,1.00e-04,195.8
13,0.553319,0.478738,0.621586,0.660229,0.625257,0.699346,0.837723,0.799102,1.00e-04,193.6
14,0.548506,0.524337,0.591903,0.621192,0.600857,0.642953,0.834642,0.781141,1.00e-04,192.6
15,0.547089,0.476409,0.627071,0.673203,0.616605,0.741243,0.821562,0.799144,1.00e-04,193.8
16,0.544970,0.429461,0.684903,0.731466,0.682929,0.787432,0.858459,0.838635,1.00e-04,191.2
17,0.541307,0.490240,0.608852,0.635575,0.633842,0.637319,0.857461,0.796019,1.00e-04,193.1
18,0.544468,0.452315,0.650674,0.686092,0.675935,0.696560,0.870707,0.822102,1.00e-04,192.8
19,0.547803,0.458001,0.640039,0.692515,0.618872,0.786054,0.812582,0.805178,1.00e-04,193.7
20,0.536194,0.528996,0.564026,0.556465,0.630225,0.498163,0.886837,0.778358,1.00e-04,193.7
21,0.542889,0.482443,0.600754,0.614507,0.654160,0.579388,0.881410,0.797115,1.00e-04,189.8
22,0.537020,0.463201,0.635163,0.669039,0.657111,0.681410,0.862338,0.811841,5.00e-05,183.8
23,0.530552,0.459889,0.638264,0.673614,0.657561,0.690471,0.860786,0.813251,5.00e-05,184.3
24,0.524993,0.451290,0.642775,0.691005,0.630821,0.763886,0.826919,0.809326,5.00e-05,184.9
25,0.524453,0.472421,0.631960,0.665383,0.653466,0.677743,0.860852,0.809746,5.00e-05,184.4
26,0.526697,0.459900,0.638997,0.679556,0.644450,0.718707,0.846485,0.810822,5.00e-05,184.4
27,0.522782,0.443941,0.659260,0.701821,0.665417,0.742440,0.855470,0.823923,5.00e-05,184.7
28,0.525281,0.489186,0.606261,0.660734,0.578962,0.769407,0.783371,0.779473,2.50e-05,184.2
29,0.520873,0.479069,0.616046,0.645725,0.638284,0.653343,0.856655,0.799910,2.50e-05,184.8
30,0.518120,0.491385,0.609194,0.645000,0.613819,0.679519,0.834484,0.791233,2.50e-05,185.1
31,0.516351,0.436437,0.666286,0.711736,0.665402,0.765007,0.851066,0.827047,2.50e-05,184.5
32,0.514673,0.468113,0.636780,0.676673,0.643154,0.713879,0.846651,0.809594,2.50e-05,182.1
33,0.515490,0.508901,0.591352,0.623359,0.595003,0.654555,0.827509,0.779237,2.50e-05,188.7
34,0.513886,0.465783,0.637194,0.671406,0.659244,0.684026,0.863114,0.813130,1.25e-05,180.6
35,0.514309,0.446834,0.654350,0.698484,0.654767,0.748458,0.847214,0.819651,1.25e-05,178.9
36,0.509664,0.471424,0.631711,0.668138,0.644955,0.693052,0.852290,0.807846,1.25e-05,182.6
37,0.510905,0.463441,0.640888,0.682596,0.644025,0.726083,0.844621,0.811537,1.25e-05,181.1
38,0.509647,0.452138,0.641991,0.678894,0.658566,0.700518,0.859390,0.815048,1.25e-05,183.5
39,0.509570,0.443279,0.653096,0.692664,0.666308,0.721193,0.860166,0.821378,1.25e-05,186.9
40,0.507702,0.468013,0.630535,0.674653,0.625075,0.732775,0.829834,0.802745,6.25e-06,180.5
41,0.506727,0.454730,0.644289,0.680230,0.664771,0.696425,0.864033,0.817253,6.25e-06,181.3
42,0.506084,0.469251,0.630538,0.669023,0.638074,0.703128,0.845591,0.805829,6.25e-06,181.0
43,0.506348,0.467848,0.633029,0.672978,0.637917,0.712119,0.843510,0.806839,6.25e-06,181.1
44,0.504954,0.467669,0.629274,0.670463,0.629954,0.716540,0.837041,0.803409,6.25e-06,181.5
45,0.505833,0.468868,0.631643,0.672508,0.633855,0.716182,0.839832,0.805321,6.25e-06,181.6
