epoch,train_loss,val_loss,mIoU,F1,Precision,Recall
1,0.5245235110863601,0.43922184186406654,0.582404599062983,0.5771480708863371,0.6720625198048928,0.5057259602124178
2,0.5002965589266012,0.45025851171795683,0.57784936012232,0.5634008412816347,0.6936996004474705,0.47431101934850106
3,0.4919592752167494,0.411935560774095,0.6278896090090302,0.6353179944967189,0.745480801942232,0.5535225158552122
4,0.49243868857917217,0.42544987325621125,0.61819400039374,0.6168459647000694,0.7640433211769728,0.5172043653532289
5,0.48668112096810107,0.4215303113554964,0.6236778599301533,0.620249673703868,0.7967879197328382,0.5077517535844119
6,0.48412778671130097,0.41278711964588355,0.632100514611986,0.640315768620437,0.7532428158573937,0.5568352276610903
7,0.48294946374279435,0.42024930839491365,0.634880586307592,0.6327540858707863,0.8310204487925139,0.5108704504762558
8,0.48481297692154895,0.4367823807319792,0.626316421548828,0.6498074760601973,0.6743073965899977,0.6270264013266311
9,0.47852208716149375,0.41772830545312106,0.6263090591204853,0.6310618230497365,0.7552988903865785,0.5419231830047648
10,0.47519852464446927,0.4086917444030837,0.6292612485132485,0.6326977210930766,0.7721367541948214,0.5359179173657171
11,0.47486292843771455,0.40792581852119747,0.6383072626133584,0.6484534229061371,0.7600589899179638,0.5654279483523914
12,0.47346524407367896,0.41394355214468326,0.6404366412432416,0.6528077527676576,0.7535024827886777,0.5758540392375012
13,0.472049810361154,0.41765891797471755,0.6149336199873202,0.6066845169025034,0.7955415103040189,0.49029262206555807
14,0.4776219718232013,0.40864835841820973,0.6358816053024068,0.6405571852216368,0.7858326715636684,0.5406153951453055
15,0.47326698751732854,0.4076695397938832,0.6398104675869756,0.6510427906814243,0.7581108901235775,0.5704753427294428
16,0.47176027386495384,0.41565663655205526,0.6259685042184308,0.6341560809212778,0.7362291418979121,0.556940945450392
17,0.4690632266868459,0.41898926148320187,0.6227637559061197,0.6359757595239275,0.7051613880587186,0.5791540171565878
18,0.46825356486410197,0.3987801252025189,0.6452842984272587,0.6523710767739739,0.8002638849501202,0.550615387186626
19,0.4699234187160388,0.41964985592530507,0.631851830241171,0.6426163849545767,0.7391417718023584,0.5683904782714984
20,0.46702054799488274,0.4129670336104856,0.6217082193088397,0.6295844563386506,0.7261598619808357,0.5556825014022505
21,0.4687352580304193,0.4329085825103344,0.5796340965477126,0.5582015122532453,0.7325115493562606,0.4509041457555855
22,0.46767133570248537,0.40627950105336635,0.6285446975547598,0.6344718322374955,0.7554911887794484,0.5468713591805644
23,0.46520892862636265,0.40057055961967697,0.653352881436025,0.6690856632099268,0.7682500662485662,0.5925953421033591
24,0.4651599181908192,0.4189166261418031,0.616081291118201,0.6151472372711668,0.754646667890288,0.5191762607807818
25,0.4635422296158158,0.4235170905542846,0.6126868443167781,0.617732956209798,0.7146830400235306,0.5439451296817907
26,0.4632425100201427,0.4193868215131287,0.6305553782942325,0.6425725469117461,0.7296055390169179,0.5740913686443171
27,0.461487452803862,0.42149452142196125,0.6158395262037647,0.6203449680012822,0.7259350209338078,0.5415720726054151
28,0.4632949564273995,0.41785813823784934,0.6263270161205688,0.6329026275796164,0.7455019746638308,0.5498544048061691
29,0.4639830745682858,0.41612636659405017,0.6354815193188923,0.6452659471630504,0.7541743255477593,0.5638435963891754
30,0.46064117904936913,0.4123569057129397,0.6236198813391481,0.6274743583670759,0.752080692686558,0.5382901343592835
31,0.45996996472672663,0.40816564223553875,0.6422848892326224,0.6558170173560072,0.7520483511819858,0.581419985782236
32,0.4591541796332539,0.4111413530784078,0.6361040383618375,0.646199327052963,0.7541973272696603,0.565257588401668
33,0.4594128447594029,0.4157785351323609,0.6347349901702812,0.6467038779845075,0.740605590474034,0.5739352458864649
