epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.862905,0.563001,0.585948,0.610643,0.583012,0.641024,0.829914,0.778802,1.00e-04,9748.1
2,0.631072,0.510128,0.633027,0.645074,0.708127,0.592332,0.909428,0.823624,1.00e-04,842.9
3,0.609455,0.560927,0.560891,0.591768,0.538173,0.657220,0.790774,0.754635,1.00e-04,842.2
4,0.611524,0.542962,0.585665,0.652681,0.533649,0.840059,0.727658,0.758073,1.00e-04,870.6
5,0.599027,0.525745,0.594605,0.611628,0.612724,0.610537,0.856842,0.790194,1.00e-04,843.8
6,0.600806,0.465394,0.647405,0.677321,0.668636,0.686235,0.873836,0.823072,1.00e-04,856.1
7,0.599008,0.514953,0.604120,0.633426,0.602428,0.667789,0.836508,0.790854,1.00e-04,805.1
8,0.596871,0.505799,0.614836,0.663970,0.582432,0.772056,0.794658,0.788542,1.00e-04,804.3
9,0.586410,0.502864,0.622185,0.670584,0.591864,0.773457,0.802136,0.794376,1.00e-04,732.5
10,0.580455,0.450808,0.657958,0.687955,0.685490,0.690439,0.882481,0.830516,1.00e-04,807.5
11,0.576940,0.533218,0.585881,0.630237,0.555047,0.728993,0.783202,0.768534,1.00e-04,792.4
12,0.574254,0.513598,0.624952,0.667209,0.605958,0.742237,0.820944,0.799646,1.00e-04,5919.0
13,0.573683,0.496278,0.618986,0.671362,0.582258,0.792667,0.789025,0.790010,1.00e-04,6902.8
14,0.567611,0.474461,0.630507,0.670226,0.618174,0.731851,0.832303,0.805121,1.00e-04,4915.9
15,0.572132,0.457186,0.655708,0.680857,0.700401,0.662375,0.894890,0.831973,1.00e-04,6920.1
16,0.563971,0.518492,0.577599,0.661177,0.516694,0.917828,0.681509,0.745456,5.00e-05,8521.4
17,0.556874,0.495526,0.609202,0.657542,0.577199,0.763868,0.792425,0.784697,5.00e-05,1171.2
18,0.553523,0.473531,0.620646,0.662587,0.601163,0.737993,0.818364,0.796616,5.00e-05,924.2
19,0.558036,0.483861,0.628987,0.663259,0.628404,0.702210,0.845955,0.807059,5.00e-05,814.8
20,0.551153,0.453294,0.659040,0.692112,0.676278,0.708706,0.874148,0.829381,5.00e-05,919.3
21,0.555939,0.488455,0.621161,0.653288,0.621971,0.687926,0.844889,0.802416,5.00e-05,1312.7
22,0.548593,0.456906,0.645458,0.678209,0.656752,0.701115,0.864061,0.819969,2.50e-05,1359.7
23,0.543084,0.455813,0.651165,0.688339,0.652124,0.728814,0.855769,0.821416,2.50e-05,1620.3
24,0.539745,0.479568,0.624496,0.667842,0.603348,0.747774,0.817628,0.798726,2.50e-05,1661.6
25,0.540814,0.438795,0.670555,0.708749,0.675255,0.745740,0.866952,0.834152,2.50e-05,1108.0
26,0.543130,0.446529,0.656255,0.697515,0.647509,0.755893,0.847345,0.822599,2.50e-05,1176.0
27,0.537370,0.456168,0.663668,0.700327,0.670977,0.732364,0.866773,0.830403,2.50e-05,1106.1
28,0.537759,0.508943,0.592389,0.628199,0.574538,0.692917,0.809642,0.778057,2.50e-05,1132.3
29,0.536619,0.453213,0.657710,0.688703,0.681486,0.696075,0.879309,0.829727,2.50e-05,1065.1
30,0.537978,0.462998,0.641122,0.684730,0.623107,0.759881,0.829490,0.810654,2.50e-05,1085.3
31,0.539205,0.480280,0.618733,0.661134,0.597946,0.739256,0.815598,0.794941,1.25e-05,1000.8
32,0.533572,0.473504,0.621108,0.651778,0.625277,0.680625,0.848681,0.803206,1.25e-05,964.4
33,0.533405,0.465662,0.631999,0.674441,0.614370,0.747534,0.825932,0.804718,1.25e-05,1067.2
34,0.531406,0.471350,0.631825,0.670118,0.623043,0.724888,0.837298,0.806881,1.25e-05,908.3
35,0.532764,0.451510,0.653603,0.689919,0.658002,0.725092,0.860190,0.823634,1.25e-05,1004.7
36,0.529593,0.485248,0.621611,0.658812,0.611613,0.713907,0.831819,0.799913,1.25e-05,931.0
37,0.530964,0.466120,0.639046,0.670281,0.651377,0.690316,0.862937,0.816227,6.25e-06,741.6
38,0.528665,0.473803,0.628527,0.659255,0.636502,0.683696,0.855152,0.808757,6.25e-06,745.6
39,0.526626,0.491461,0.612392,0.641627,0.615193,0.670436,0.844426,0.797346,6.25e-06,687.0
40,0.525953,0.463313,0.643492,0.686304,0.627781,0.756862,0.833523,0.812779,6.25e-06,681.9
