epoch,train_loss,val_loss,mIoU,F1,Precision,Recall
1,0.5454884950477298,0.47187739492643,0.6299426932911906,0.6476395155826237,0.6788297493739686,0.6191904849314444
2,0.5141182565453029,0.471165531637645,0.6608470571506972,0.709058885834589,0.6352295386298568,0.8023079878644203
3,0.5034139792960469,0.43193896660710324,0.6329679869607092,0.6380296807856322,0.7418090607160002,0.559724818234757
4,0.4962218414881442,0.4244728657868829,0.6134204933059348,0.6004747126412746,0.7815915122000439,0.4875064787884301
5,0.4923018514372335,0.4445809311795943,0.6453224478856311,0.668093323585924,0.6903424058196508,0.6472345349922689
6,0.49212125083892655,0.4208162043354299,0.6301067125631908,0.6437915053112734,0.6944746980165859,0.6000037852314134
7,0.4858581931284158,0.4342146627973802,0.5799558964464318,0.53677378551548,0.8344337476638397,0.3956410095622519
8,0.48327310929203976,0.4223882789068883,0.645464569288067,0.6654254609551932,0.701874939531429,0.632575747383658
9,0.480689803562542,0.4321461998590148,0.5775273025115715,0.5298301661678156,0.8581271185738798,0.3832206162858268
10,0.4784533050243217,0.4142469878834073,0.6231283146854957,0.61380400865138,0.7966322925222994,0.4992306175057606
11,0.47897873332004737,0.45625877409878346,0.6285455826565614,0.6453214339548073,0.6792817030835635,0.6145960348560249
12,0.478253809163476,0.4287216869911345,0.6208202372535397,0.6333938748440074,0.6779650409447904,0.5943225176805381
13,0.4746348702966577,0.43204219506518676,0.605577418422092,0.5872007342521469,0.7844549128502706,0.4692154651786997
14,0.47426114644449535,0.4282565931282421,0.6251499136328053,0.6285371095096728,0.7279647016912585,0.5530066709003241
15,0.4712067900760339,0.4368260452652922,0.615953201546563,0.6146881737400377,0.7238547035417995,0.5341346926722464
16,0.4702541548574325,0.41531785555405193,0.6310719463204374,0.6284952054955439,0.7810103144627656,0.5258152100176139
17,0.4666719123868659,0.4234008679885675,0.6221810364649898,0.6211817915330886,0.7417405630491113,0.5343345802554332
18,0.46434625673412094,0.4214634066170985,0.6069797738839345,0.5923437565956473,0.7661771569548083,0.48280398999875807
19,0.46642614908442637,0.41122092675454547,0.6403654344744256,0.6471974312580738,0.753414779746638,0.5672295640256818
20,0.4653721265863664,0.42325975163148183,0.6095466771901772,0.596938592428206,0.7638983512739612,0.4898716555712797
21,0.463181730544213,0.4292600774528957,0.6080461161039539,0.595832065452777,0.7557553092100537,0.4917706560193507
22,0.46190718295845656,0.4227859318846523,0.6105472103573346,0.5994310212106032,0.7587552725742904,0.4954059375687415
23,0.4621191095597673,0.4279235332909197,0.6061325368868014,0.5954317727196741,0.7401672310165116,0.4980431037529431
24,0.4604240579917879,0.42205187294742846,0.625023571852986,0.6242000720598032,0.7498371964723557,0.5346233979748768
25,0.4611863555146916,0.42524665977695203,0.6172614025177533,0.6144632853020543,0.735677144032932,0.5275434189988735
26,0.45922929306726645,0.43600199246170496,0.5985751996343387,0.5844218824351662,0.7312722150374356,0.48668841274526253
27,0.457138688183657,0.43190430532587637,0.6135869659815937,0.6145805704686342,0.7064439246846769,0.5438599099525117
28,0.45775170683270633,0.42922627955380055,0.6117711084428366,0.6048756447126795,0.7393065935176656,0.5118117691054194
29,0.4572152929878471,0.4307247252747564,0.6153145410247551,0.6115626685887228,0.7344180406264208,0.5239206788789548
30,0.4570893888721372,0.4348948810360219,0.625151824279051,0.6340530238805764,0.7025713589432074,0.577712466066856
31,0.4554153446218755,0.4359021809431586,0.6038521513898911,0.5946237439000167,0.7246076660024879,0.5041817914405654
32,0.45406566943862653,0.4365944741385998,0.610521970592311,0.6067976813968455,0.7191747471636695,0.5247949305261574
33,0.45340067517049243,0.43949543839634053,0.6189245866252712,0.621737413339604,0.7131467315674813,0.5510997351477871
34,0.45334018471807536,0.4360707658942383,0.6060637102964583,0.5989804400508019,0.7213221531333381,0.51212156521598
