epoch,train_loss,val_loss,mIoU,F1,Precision,Recall
1,0.568852781290465,0.46147777036865156,0.5861277815812864,0.5654345927104192,0.7183551593483412,0.4661938927798778
2,0.5313464394300291,0.4665720088056999,0.5629663046346735,0.5208405139153115,0.7308986033113901,0.4045692304008627
3,0.5258728629439184,0.4614680580573507,0.599105755046305,0.5827633289020795,0.7450972037736968,0.47851117270344296
4,0.5225691533472279,0.44045763912767466,0.608455941991698,0.5958712258614308,0.7595209839934619,0.49024224341088163
5,0.5198472530239879,0.44836567032455216,0.6092914813258801,0.6064176243287844,0.7114448929868221,0.5284115595495334
6,0.5169590231363136,0.42510886829678374,0.6202542314008912,0.6231300006726256,0.7165662600783839,0.5512508251690277
7,0.5152714227390761,0.46289947127351666,0.5816597340838014,0.5556514108539161,0.7278368343119875,0.4493490200012793
8,0.5127860292939856,0.44140406174234825,0.5945249205049846,0.5815700777407075,0.7111458986423164,0.49193656772996747
9,0.5117711671213112,0.42757153215974864,0.6117554859992991,0.6099462427614059,0.713871625179198,0.5324352149657776
10,0.510802078143795,0.427479483408503,0.6205751379519764,0.6197815948040213,0.7356253582985407,0.5354600253336631
11,0.5095854327082634,0.42667527423046603,0.6298274158265356,0.6386308302221348,0.7147593785845436,0.5771589101725552
12,0.5084621030652877,0.42292113351349786,0.6085640190543127,0.5916777771572008,0.787493722592891,0.47385187203635315
13,0.5086061523692442,0.42312727529223604,0.6208775330691878,0.6248156874798421,0.7133771271581392,0.5558154494449025
14,0.5066960408988566,0.4565568734513651,0.6071524737822901,0.5998053929519406,0.7261877914106498,0.5108927787588997
15,0.5072540524277357,0.43182837107394,0.6176801779375576,0.6134750952616336,0.7445794472039141,0.5216284248078359
16,0.5047248718467089,0.4265985170213303,0.6067719785235482,0.5962961737466917,0.7412307555923987,0.49877109952990173
17,0.5045097747651657,0.44339523840658734,0.6082284698205724,0.6064955498969027,0.7032117553677003,0.5331672696053653
18,0.5044360317216061,0.4346602511878061,0.6319266070910996,0.6375038077607832,0.7361190108306582,0.5621900984273932
19,0.4989605180107721,0.40876372704411496,0.63756049057599,0.643111430935498,0.7525044519787253,0.5614877327717558
20,0.49942437913453225,0.4343177794229866,0.6123909237989447,0.6099905931821488,0.7185582837260653,0.5299246032062493
21,0.5009330520682996,0.44276260119853633,0.5923318014560166,0.5757901789723731,0.7207467553838739,0.47937840115014124
22,0.49991740006031377,0.4102125347840904,0.6506270320497866,0.6656920103300941,0.7359764967527915,0.6076622205398695
23,0.4995118822939325,0.4396725055014733,0.6061941197774634,0.6017768916519569,0.7091677138676828,0.5226341106359065
24,0.49805107557832606,0.4120265608376796,0.6417077598030629,0.6529483811333231,0.7333816404745521,0.58841513955758
25,0.4979406904318545,0.4264864933372724,0.622357508390591,0.6307838456851728,0.6976618980419345,0.5756069196766785
26,0.4955876477726615,0.4178412683529429,0.6241773690226005,0.620751624151315,0.7621139292396919,0.5236264797461376
27,0.49603595193659905,0.4230332994225002,0.6314224180051483,0.6306532389398348,0.7706622106950186,0.5336956514303257
28,0.49507889926138493,0.42230529183208354,0.6335891086199045,0.6428966390313147,0.7220481944418459,0.5793848542856651
29,0.4953247280699192,0.42462981927512894,0.623634694154349,0.6290328967160352,0.7141566389334162,0.5620413798764528
30,0.49442974219817926,0.41647462355028286,0.6386350231226988,0.6480162712788838,0.7348658376347921,0.5795262760049127
31,0.493827135034717,0.41705148143343407,0.6275300894182161,0.6301687667545187,0.7387435150838616,0.5494201413076812
32,0.4953374934963661,0.4253538646320305,0.6239856815138154,0.6224798049634591,0.7503168907022222,0.5318631433610561
33,0.4937483928728812,0.4241727655476863,0.6220467901563582,0.6242481721494688,0.7248931236036154,0.5481441078653896
34,0.4938470884272368,0.4241511892564226,0.6283896684033599,0.6298605752794569,0.7476651695502186,0.5441269739924709
