model,n_seeds,mIoU_mean,mIoU_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Specificity_mean,Specificity_std,Accuracy_mean,Accuracy_std
vit_unet_4skip_orig,3,0.6700716961959648,0.00402304355304009,0.7058231701005067,0.006609429082536533,0.6831248557786317,0.007079323905796929,0.7304201036833846,0.020000577974513163,0.8742161443095527,0.007256373962268742,0.8353058945617619,0.0017302945470594447
