seed,mIoU,F1,Precision,Recall,Specificity,Accuracy
42,0.6658287447430229,0.698255885844895,0.6889728302209799,0.7077935407077376,0.8814640215954279,0.8344699475184708
123,0.6705552153736711,0.7087484943715965,0.6752543826174776,0.7457398930329739,0.8669513034134693,0.8341523040137004
7,0.6738311284712004,0.7104651300850287,0.6851473544974376,0.7377268773094422,0.8742331079197608,0.8372954321531141
