epoch,train_loss,val_loss,mIoU,F1,Precision,Recall
1,0.5504760957590424,0.43674084042558575,0.6352212032561684,0.6426918933832964,0.7354934684306317,0.5706859363830029
2,0.5169523237365308,0.42374654276536244,0.6671282140383195,0.7009020067393829,0.6859514195581919,0.7165198673344462
3,0.5098774494363529,0.43042521459041255,0.5699124365652711,0.5307612535719456,0.748069318239632,0.4112865568417301
4,0.507380809671808,0.43739853430502484,0.6231085975571465,0.6288970138294117,0.7109797651875704,0.5638063466473652
5,0.5043679595288664,0.43075645766635934,0.6130720458326944,0.5983785216150499,0.7920107584319901,0.4808260469528098
6,0.5024932730611008,0.42257774082740934,0.6295642219588099,0.6302783379986416,0.755639542533276,0.5405941673231669
7,0.5001071672333349,0.4190858776616578,0.6210331231146611,0.6124128993487674,0.7833980624062283,0.5026950163779439
8,0.4974235900410331,0.41627640564842977,0.6304313437596389,0.632931598333587,0.7482338703530114,0.5484211594437284
9,0.4956901114028279,0.4277997276570537,0.6280071600607487,0.6345521847841609,0.7205311052392168,0.5669058127245086
10,0.4947979910538928,0.41461628763982566,0.6409898570671815,0.6445329134764468,0.7750967057128862,0.5516150738860964
11,0.4956272747552041,0.402991781730463,0.6952867917044667,0.7194342816326575,0.7831767612845136,0.6652876718888115
12,0.49242975489042773,0.444758010087627,0.610066874658848,0.6157753585818232,0.678126178903591,0.5639256954507418
13,0.4897721798555686,0.43262468499712425,0.6059696736025881,0.5954063750277315,0.7388443284498437,0.4986082433675563
14,0.48944578341918415,0.40271088421934903,0.6724347231535803,0.6891865064770476,0.7799074734793231,0.6173728897619469
15,0.48777746387047344,0.4145310633253343,0.6651011194028704,0.682531668584296,0.7577313370967573,0.620911351475813
16,0.48800371107783647,0.4277093569831093,0.628709155268422,0.6372957838145497,0.7128939883372906,0.5761946338643417
17,0.4895778465831634,0.4176316208178454,0.6594779138050815,0.6863107399236862,0.7003437168020443,0.6728300419681529
18,0.4857156935452235,0.4122999688186268,0.6554811001053307,0.6592023919228995,0.8230918268581859,0.5497417035593467
19,0.48542469127638505,0.44167120326863657,0.5986480912429912,0.590797733191329,0.7013668236892268,0.5103438745948031
20,0.4856031469926976,0.4280080225798163,0.6101441008899677,0.5975472417026865,0.7661712817737537,0.4897586914956344
21,0.4817453309303463,0.426700227331407,0.6160394112312089,0.6145695512827648,0.7251233248176933,0.533267373015152
22,0.4811064656270613,0.42064068754120626,0.6331661904900674,0.6366032512800324,0.7513161178816796,0.5522804993312886
23,0.47939888129730035,0.4179367166344482,0.6466044327883727,0.6580103930088055,0.7451921845465966,0.5890920119074904
24,0.4801494907034506,0.4360670190636474,0.6141360681244677,0.6080065430848416,0.7431991387369542,0.5144294162648424
25,0.47928594495400345,0.4219561773951691,0.6229107464759918,0.6187501819685617,0.7621286067800758,0.5207776598376446
26,0.4781116841748209,0.4078899973099775,0.662871349673861,0.6781177033771174,0.7651822133843433,0.6088428023025787
27,0.4763275499243547,0.4192364428303029,0.6340920338899951,0.6337038500638916,0.7773599737788461,0.5348621411868282
28,0.4764894086978223,0.41896209740402673,0.6532926552394869,0.6619478782684521,0.7802348847938365,0.5748056819516026
29,0.4757413354398,0.41573480509295324,0.6375146342472425,0.6358493355794782,0.7981995598105893,0.5283800007524617
