epoch,train_loss,val_loss,mIoU,F1,Precision,Recall,Specificity,Accuracy,lr,sec
1,0.853190,0.700994,0.451695,0.533195,0.408056,0.769037,0.586139,0.635630,1.00e-04,9277.8
2,0.613147,0.455960,0.680888,0.717016,0.696848,0.738388,0.880833,0.842289,1.00e-04,8833.5
3,0.598799,0.477856,0.677536,0.710480,0.704911,0.716138,0.888785,0.842068,1.00e-04,11344.0
4,0.597846,0.553969,0.596376,0.636219,0.573845,0.713807,0.803347,0.779118,1.00e-04,11159.4
5,0.599085,0.600281,0.472615,0.535972,0.425957,0.722605,0.638734,0.661429,1.00e-04,10921.1
6,0.588349,0.681017,0.445631,0.562529,0.409307,0.899103,0.518641,0.621592,1.00e-04,9075.0
7,0.601842,0.507458,0.613016,0.659705,0.584013,0.757940,0.799719,0.788414,1.00e-04,193.5
8,0.582712,0.498389,0.618568,0.662824,0.594520,0.748862,0.810525,0.793839,5.00e-05,198.2
9,0.572847,0.487493,0.644081,0.681603,0.641472,0.727093,0.849241,0.816189,5.00e-05,187.2
10,0.565000,0.494916,0.612623,0.649452,0.600153,0.707575,0.825116,0.793310,5.00e-05,183.2
11,0.563977,0.448805,0.673832,0.710466,0.685148,0.737728,0.874233,0.837296,5.00e-05,184.2
12,0.561578,0.477043,0.649417,0.685380,0.653142,0.720967,0.857961,0.820892,5.00e-05,181.8
13,0.559427,0.476780,0.649800,0.677388,0.680573,0.674234,0.882604,0.826220,5.00e-05,183.2
14,0.558392,0.449988,0.669274,0.700136,0.700529,0.699744,0.889027,0.837809,5.00e-05,181.0
15,0.555552,0.473727,0.633237,0.660161,0.654628,0.665789,0.869690,0.814516,5.00e-05,188.1
16,0.550429,0.464683,0.639028,0.675901,0.636204,0.720883,0.847076,0.812929,5.00e-05,223.6
17,0.556945,0.493463,0.607697,0.633439,0.615516,0.652439,0.848809,0.795672,2.50e-05,198.0
18,0.546315,0.468964,0.651060,0.686215,0.657846,0.717142,0.861627,0.822530,2.50e-05,195.3
19,0.545618,0.484870,0.621182,0.655886,0.616278,0.700935,0.838093,0.800979,2.50e-05,189.9
20,0.542356,0.457779,0.654143,0.695051,0.645786,0.752456,0.846889,0.821336,2.50e-05,194.4
21,0.541003,0.465694,0.641974,0.685484,0.624356,0.759882,0.830395,0.811315,2.50e-05,187.5
22,0.543059,0.522528,0.589369,0.615645,0.585569,0.648978,0.829607,0.780730,2.50e-05,179.5
23,0.542505,0.481425,0.631825,0.664006,0.637774,0.692489,0.854094,0.810365,1.25e-05,179.4
24,0.536542,0.494375,0.609836,0.647492,0.594904,0.710281,0.820573,0.790729,1.25e-05,196.5
25,0.538566,0.476133,0.632352,0.674140,0.616160,0.744167,0.828021,0.805331,1.25e-05,218.6
26,0.533934,0.462798,0.649024,0.686435,0.648524,0.729054,0.853419,0.819767,1.25e-05,181.1
